hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform,typing_speed_wpm,keystroke_delay,error_rate,page_transitions,backtrack_count,scroll_depth,avg_sentence_length,response_time_sec,vocab_richness,video_watch_ratio,audio_play_ratio,image_click_ratio
,,,,,,,,,2711.0,114.0,549.0,842.0,mobile,55,0.4,0.01,12,7,0.92,14,66,0.39,0.65,0.09,0.04
,,,,,,,,,13963.0,204.0,4063.0,4052.0,mobile,56,0.16,0.12,15,3,0.52,14,132,0.9,0.37,0.74,0.06
,,,,,,,,,573.0,0.0,167.0,177.0,mobile,47,0.33,0.11,1,2,0.65,9,43,0.84,0.45,0.77,0.24
,,,,,,,,,233.0,0.0,90.0,62.0,mobile,47,0.2,0.12,15,8,0.91,8,95,0.56,0.83,0.92,0.62
,,,,,,,,,25.0,0.0,2.0,19.0,mobile,61,0.19,0.0,11,7,1.0,16,63,0.62,0.04,0.56,0.25
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,62,0.1,0.08,5,9,0.98,18,60,0.54,0.33,0.11,0.85
,,,,,,,,,24.0,0.0,0.0,12.0,web,40,0.15,0.11,7,1,0.77,11,15,0.68,0.49,0.83,0.63
,,,,,,,,,18.0,0.0,0.0,12.0,web,43,0.22,0.02,12,7,0.31,6,63,0.74,0.3,0.31,0.3
,,,,,,,,,5730.0,4.0,704.0,1837.0,web,61,0.15,0.1,20,2,0.22,18,26,0.44,0.45,0.9,0.39
,,,,,,,,,1283.0,32.0,270.0,400.0,mobile,79,0.49,0.01,6,9,0.86,14,163,0.56,0.4,0.98,0.38
,,,,,,,,,26112.0,1098.0,5712.0,7932.0,mobile,59,0.22,0.03,22,5,0.87,20,97,0.68,0.92,0.13,0.31
,,,,,,,,,371.0,6.0,46.0,132.0,mobile,21,0.15,0.07,3,4,0.8,7,146,0.89,0.49,0.08,0.63
,,,,,,,,,17584.0,26.0,15478.0,789.0,web,74,0.18,0.1,10,7,0.42,12,11,0.49,0.48,0.9,0.2
,,,,,,,,,48.0,0.0,6.0,19.0,mobile,27,0.34,0.02,21,8,0.71,21,29,0.75,0.25,0.9,0.29
,,,,,,,,,20.0,0.0,4.0,11.0,mobile,67,0.13,0.03,22,6,0.45,8,100,0.51,0.05,0.59,0.09
,,,,,,,,,239.0,12.0,30.0,79.0,mobile,46,0.44,0.03,4,5,0.56,23,15,0.36,0.3,0.89,0.38
,,,,,,,,,16899.0,506.0,4720.0,4824.0,web,41,0.48,0.04,13,5,0.51,19,128,0.76,0.03,0.93,0.06
,,,,,,,,,5353.0,32.0,187.0,2239.0,mobile,56,0.2,0.03,19,0,0.93,24,88,0.69,0.83,0.56,0.02
,,,,,,,,,67.0,0.0,0.0,0.0,web,46,0.28,0.06,5,4,0.39,14,64,0.61,0.2,0.69,0.65
,,,,,,,,,2808.0,6.0,685.0,893.0,mobile,76,0.11,0.1,23,7,0.66,14,57,0.71,0.91,0.61,0.16
,,,,,,,,,2107.0,0.0,907.0,741.0,web,48,0.36,0.07,22,5,0.49,16,67,0.83,0.89,0.17,0.04
,,,,,,,,,5987.0,2.0,640.0,2174.0,mobile,22,0.27,0.12,18,0,0.73,13,179,0.75,0.66,0.44,0.07
,,,,,,,,,854.0,2.0,102.0,308.0,mobile,63,0.21,0.11,1,4,0.65,19,158,0.81,0.86,0.68,0.2
,,,,,,,,,24.0,0.0,0.0,16.0,mobile,32,0.18,0.02,21,4,0.94,22,15,0.47,0.88,0.61,0.72
,,,,,,,,,55.0,0.0,10.0,30.0,mobile,64,0.36,0.01,21,2,0.28,24,39,0.78,0.78,0.22,0.01
,,,,,,,,,15.0,0.0,0.0,10.0,mobile,29,0.27,0.13,16,7,0.38,5,160,0.52,0.51,0.91,0.73
,,,,,,,,,4618.0,234.0,719.0,1597.0,web,55,0.17,0.01,16,8,0.81,7,45,0.31,0.95,0.78,0.6
,,,,,,,,,450.0,6.0,46.0,182.0,mobile,28,0.38,0.02,16,5,0.5,12,119,0.33,0.82,0.07,0.51
,,,,,,,,,7526.0,319.0,1066.0,2617.0,web,73,0.33,0.0,22,5,0.33,11,130,0.74,0.13,0.34,0.91
,,,,,,,,,61.0,0.0,4.0,33.0,mobile,75,0.44,0.09,19,1,0.6,19,12,0.46,0.42,1.0,0.83
,,,,,,,,,17.0,0.0,2.0,10.0,mobile,74,0.15,0.09,16,9,0.72,12,99,0.48,0.54,0.39,0.42
,,,,,,,,,24.0,0.0,4.0,10.0,mobile,46,0.41,0.15,1,1,0.24,19,171,0.67,0.53,0.66,0.01
,,,,,,,,,682.0,0.0,10.0,271.0,mobile,53,0.37,0.13,20,5,0.43,9,39,0.74,0.38,0.1,0.71
,,,,,,,,,34.0,0.0,4.0,20.0,mobile,70,0.15,0.06,20,7,0.85,16,124,0.64,0.53,0.31,0.05
,,,,,,,,,22.0,0.0,4.0,12.0,web,20,0.38,0.06,10,1,0.62,16,179,0.72,0.09,0.88,0.28
,,,,,,,,,3745.0,10.0,836.0,1197.0,mobile,51,0.28,0.04,2,8,0.23,13,158,0.86,0.66,0.51,0.49
,,,,,,,,,21.0,0.0,0.0,14.0,mobile,44,0.48,0.02,14,8,0.43,13,127,0.81,0.5,0.83,0.1
,,,,,,,,,387.0,6.0,50.0,116.0,mobile,48,0.16,0.02,8,3,0.71,19,97,0.44,0.79,0.01,0.68
,,,,,,,,,11997.0,404.0,3713.0,3713.0,mobile,26,0.36,0.02,6,3,0.36,19,13,0.84,0.69,0.67,0.32
,,,,,,,,,469.0,6.0,28.0,184.0,mobile,68,0.25,0.02,3,3,0.86,24,60,0.48,0.11,0.3,0.36
,,,,,,,,,15227.0,192.0,4740.0,4026.0,web,22,0.48,0.04,16,4,0.74,16,33,0.7,0.35,0.86,0.65
,,,,,,,,,7071.0,244.0,2527.0,1819.0,mobile,39,0.23,0.05,17,7,0.58,9,55,0.82,0.74,0.94,0.4
,,,,,,,,,29.0,0.0,8.0,14.0,mobile,39,0.48,0.14,12,1,0.93,5,125,0.67,0.34,0.69,0.22
,,,,,,,,,30.0,0.0,2.0,16.0,mobile,72,0.46,0.09,19,4,0.51,23,36,0.78,0.57,0.15,0.18
,,,,,,,,,3.0,0.0,0.0,2.0,mobile,49,0.21,0.15,24,1,0.39,15,104,0.86,0.96,0.47,0.72
,,,,,,,,,2538.0,0.0,770.0,777.0,mobile,54,0.42,0.06,20,7,0.73,22,120,0.88,0.08,0.46,0.75
,,,,,,,,,12639.0,0.0,6288.0,2598.0,mobile,54,0.5,0.07,3,0,0.66,10,108,0.55,0.19,0.83,0.2
,,,,,,,,,60.0,0.0,0.0,31.0,mobile,68,0.2,0.05,13,6,0.47,21,125,0.9,0.48,0.46,0.32
,,,,,,,,,1506.0,274.0,672.0,233.0,web,58,0.27,0.03,16,2,0.47,18,29,0.46,0.74,0.33,0.96
,,,,,,,,,898.0,0.0,267.0,259.0,mobile,46,0.31,0.02,11,3,0.52,16,89,0.58,0.33,0.61,0.98
,,,,,,,,,71.0,4.0,0.0,26.0,web,45,0.22,0.14,20,7,0.43,9,104,0.76,0.12,0.65,0.59
,,,,,,,,,16.0,0.0,4.0,8.0,mobile,33,0.11,0.15,16,2,0.77,11,155,0.88,0.32,0.81,0.76
,,,,,,,,,36.0,0.0,4.0,14.0,web,36,0.19,0.01,20,6,0.72,20,145,0.33,0.64,0.9,0.75
,,,,,,,,,24.0,0.0,0.0,16.0,mobile,37,0.21,0.02,2,0,0.55,13,164,0.87,0.79,0.89,0.4
,,,,,,,,,43.0,0.0,2.0,24.0,mobile,64,0.28,0.06,4,8,0.52,19,23,0.9,0.98,0.63,0.05
,,,,,,,,,1629.0,116.0,169.0,477.0,mobile,71,0.17,0.03,4,5,0.49,8,155,0.85,0.76,0.52,0.74
,,,,,,,,,621.0,12.0,30.0,240.0,mobile,48,0.45,0.05,17,2,0.43,24,74,0.37,0.49,0.8,0.14
,,,,,,,,,24.0,0.0,6.0,11.0,mobile,39,0.38,0.02,1,6,0.27,11,168,0.8,0.29,0.31,0.29
,,,,,,,,,30.0,0.0,4.0,14.0,mobile,72,0.13,0.07,1,4,0.41,18,29,0.68,0.93,0.76,0.32
,,,,,,,,,647.0,86.0,52.0,206.0,mobile,46,0.36,0.04,5,7,0.46,8,79,0.31,0.53,0.51,0.35
,,,,,,,,,1177.0,0.0,52.0,464.0,mobile,37,0.36,0.05,22,7,0.64,8,54,0.89,0.69,0.12,0.47
,,,,,,,,,1676.0,284.0,192.0,311.0,mobile,23,0.48,0.01,12,8,0.82,18,10,0.39,0.47,0.75,0.5
,,,,,,,,,1229.0,14.0,0.0,887.0,mobile,20,0.1,0.06,6,5,0.52,11,156,0.54,0.24,0.65,0.48
,,,,,,,,,24108.0,387.0,1005.0,9568.0,web,69,0.2,0.15,6,3,0.96,19,48,0.32,0.55,0.08,0.16
,,,,,,,,,32.0,0.0,6.0,14.0,web,20,0.47,0.05,17,1,0.86,16,128,0.49,0.84,0.45,0.65
,,,,,,,,,201.0,0.0,74.0,56.0,mobile,77,0.47,0.13,22,2,0.99,18,164,0.64,0.38,0.49,0.79
,,,,,,,,,35.0,0.0,14.0,13.0,web,45,0.39,0.13,13,4,0.9,17,65,0.86,0.67,0.65,0.46
,,,,,,,,,20.0,0.0,2.0,12.0,web,64,0.41,0.14,8,7,0.69,23,153,0.89,0.04,0.68,0.84
,,,,,,,,,2285.0,36.0,331.0,737.0,mobile,39,0.14,0.12,24,9,0.68,16,16,0.55,0.94,0.19,0.44
,,,,,,,,,8330.0,696.0,749.0,3264.0,web,71,0.31,0.1,12,1,0.3,20,29,0.56,0.97,0.03,0.57
,,,,,,,,,14004.0,224.0,1477.0,5407.0,mobile,42,0.19,0.13,15,4,0.78,20,168,0.4,0.39,0.79,0.07
,,,,,,,,,26.0,0.0,6.0,13.0,web,29,0.17,0.01,19,8,0.68,5,93,0.6,0.5,0.98,0.15
,,,,,,,,,56.0,0.0,10.0,23.0,mobile,78,0.42,0.07,21,1,0.61,19,88,0.86,0.16,0.94,0.77
,,,,,,,,,38.0,0.0,4.0,21.0,web,30,0.15,0.15,20,7,0.75,9,162,0.4,0.2,0.5,0.25
,,,,,,,,,10908.0,21.0,529.0,3874.0,mobile,60,0.29,0.12,17,2,0.56,10,119,0.46,0.6,0.53,0.09
,,,,,,,,,3989.0,37.0,538.0,1570.0,web,60,0.48,0.14,9,7,0.62,21,10,0.83,0.63,0.93,0.57
,,,,,,,,,32.0,0.0,6.0,17.0,mobile,24,0.17,0.12,21,3,0.52,15,154,0.68,0.34,0.54,0.09
,,,,,,,,,326.0,10.0,0.0,103.0,mobile,77,0.49,0.13,18,3,0.77,8,89,0.5,0.37,0.28,0.68
,,,,,,,,,28081.0,272.0,4460.0,8878.0,mobile,20,0.5,0.11,2,6,0.9,22,36,0.79,0.51,0.68,0.69
,,,,,,,,,1170.0,2.0,234.0,351.0,mobile,36,0.32,0.11,11,4,0.87,24,128,0.37,0.94,0.48,0.45
,,,,,,,,,145.0,13.0,0.0,47.0,web,41,0.17,0.08,23,3,0.83,18,132,0.82,0.15,0.79,0.69
,,,,,,,,,603.0,0.0,2.0,276.0,web,53,0.23,0.14,20,6,0.21,13,33,0.61,0.55,0.78,0.8
,,,,,,,,,24.0,0.0,6.0,12.0,mobile,75,0.27,0.12,17,2,0.93,7,61,0.75,0.06,0.94,0.2
,,,,,,,,,4380.0,138.0,3045.0,447.0,mobile,64,0.22,0.13,21,8,0.42,7,60,0.61,0.46,0.14,0.65
,,,,,,,,,12.0,0.0,0.0,7.0,mobile,60,0.21,0.1,18,4,0.91,15,66,0.45,0.4,0.52,0.69
,,,,,,,,,124.0,0.0,7.0,52.0,mobile,48,0.49,0.05,15,2,0.36,24,64,0.68,0.16,0.79,0.19
,,,,,,,,,27.0,0.0,6.0,9.0,mobile,23,0.16,0.01,7,1,0.55,9,62,0.39,0.16,0.43,0.73
,,,,,,,,,20.0,0.0,2.0,12.0,web,24,0.39,0.14,16,6,0.8,8,98,0.44,0.45,0.63,0.72
,,,,,,,,,17273.0,654.0,117.0,6460.0,mobile,30,0.1,0.09,1,6,0.71,16,28,0.63,0.13,0.82,0.16
,,,,,,,,,1126.0,0.0,315.0,382.0,web,75,0.34,0.04,18,4,0.53,16,118,0.53,0.29,0.47,0.32
,,,,,,,,,950.0,14.0,477.0,166.0,mobile,70,0.47,0.02,22,3,0.74,8,150,0.75,0.07,0.41,0.94
,,,,,,,,,23.0,0.0,4.0,13.0,web,40,0.22,0.12,8,1,0.64,7,38,0.65,0.3,0.18,0.07
,,,,,,,,,525.0,8.0,54.0,189.0,mobile,54,0.17,0.13,7,1,0.42,6,143,0.53,0.53,0.82,0.23
,,,,,,,,,1512.0,14.0,449.0,435.0,mobile,31,0.36,0.12,2,6,0.72,8,129,0.5,0.74,0.8,0.58
,,,,,,,,,433.0,0.0,152.0,114.0,mobile,45,0.39,0.1,12,9,0.36,8,138,0.85,0.83,0.74,0.97
,,,,,,,,,25077.0,263.0,12248.0,4548.0,mobile,70,0.38,0.05,16,6,0.76,11,161,0.32,0.34,0.39,0.26
,,,,,,,,,1094.0,6.0,150.0,396.0,mobile,38,0.23,0.05,9,3,0.2,6,83,0.71,0.94,0.58,0.82
,,,,,,,,,58.0,0.0,0.0,30.0,mobile,64,0.2,0.0,20,3,0.64,15,108,0.54,0.24,0.12,0.37
,,,,,,,,,14622.0,31.0,4126.0,3971.0,mobile,79,0.48,0.13,11,3,0.52,9,15,0.53,0.08,0.32,0.35
,,,,,,,,,373.0,4.0,134.0,82.0,mobile,26,0.47,0.01,15,1,0.44,17,157,0.69,0.93,0.44,1.0
,,,,,,,,,22.0,0.0,0.0,4.0,mobile,66,0.28,0.09,3,8,0.61,8,85,0.81,0.54,0.04,0.82
,,,,,,,,,67.0,2.0,12.0,26.0,mobile,74,0.44,0.08,23,0,0.72,13,76,0.73,0.35,0.1,0.25
,,,,,,,,,153.0,0.0,128.0,6.0,web,26,0.28,0.08,21,7,0.97,11,27,0.7,0.9,0.83,0.19
,,,,,,,,,17.0,0.0,2.0,6.0,web,45,0.27,0.14,13,5,0.87,17,30,0.6,0.78,0.97,0.08
,,,,,,,,,38.0,0.0,8.0,20.0,mobile,59,0.16,0.0,21,9,0.77,14,174,0.58,0.83,0.32,0.48
,,,,,,,,,1092.0,2.0,185.0,317.0,mobile,24,0.27,0.12,13,6,0.58,11,28,0.58,0.29,0.11,0.33
,,,,,,,,,942.0,5.0,368.0,208.0,mobile,40,0.31,0.01,2,4,0.51,22,65,0.39,0.87,0.94,0.38
,,,,,,,,,3929.0,87.0,2679.0,431.0,mobile,33,0.11,0.01,6,5,0.23,22,27,0.64,0.65,0.91,0.43
,,,,,,,,,195.0,102.0,6.0,17.0,mobile,23,0.28,0.06,6,5,0.49,6,167,0.49,0.74,0.65,0.99
,,,,,,,,,2406.0,1277.0,160.0,226.0,mobile,42,0.41,0.01,12,8,0.88,5,115,0.67,0.31,0.34,0.0
,,,,,,,,,2523.0,18.0,320.0,1141.0,web,61,0.37,0.12,4,9,0.51,17,179,0.62,0.25,0.11,0.43
,,,,,,,,,25.0,0.0,0.0,17.0,mobile,39,0.35,0.08,5,3,0.57,6,62,0.86,0.41,0.94,0.06
,,,,,,,,,23.0,0.0,0.0,16.0,mobile,34,0.46,0.0,23,4,0.42,8,95,0.56,0.58,0.92,0.67
,,,,,,,,,823.0,0.0,66.0,314.0,mobile,69,0.11,0.01,8,3,0.42,13,59,0.7,0.67,0.74,0.05
,,,,,,,,,25.0,0.0,0.0,17.0,mobile,71,0.32,0.09,6,0,0.25,12,136,0.66,0.5,0.93,0.77
,,,,,,,,,5117.0,574.0,1864.0,1143.0,mobile,64,0.41,0.12,21,9,0.69,22,13,0.71,0.7,0.14,0.87
,,,,,,,,,788.0,26.0,144.0,264.0,mobile,48,0.32,0.07,3,5,0.56,20,72,0.46,0.71,0.11,0.97
,,,,,,,,,375.0,0.0,58.0,134.0,mobile,27,0.23,0.08,23,4,0.68,8,122,0.45,0.67,0.19,0.12
,,,,,,,,,708.0,0.0,117.0,228.0,web,60,0.15,0.12,8,3,0.64,8,65,0.64,0.25,0.22,0.98
,,,,,,,,,546.0,0.0,4.0,215.0,mobile,67,0.46,0.09,19,5,0.84,22,159,0.81,0.45,0.83,0.41
,,,,,,,,,2157.0,116.0,239.0,813.0,mobile,38,0.29,0.03,21,4,0.8,6,149,0.73,0.77,0.92,0.63
,,,,,,,,,69.0,0.0,4.0,34.0,mobile,67,0.45,0.09,11,2,0.82,15,22,0.59,0.89,0.22,0.0
,,,,,,,,,4211.0,26.0,1707.0,1019.0,mobile,58,0.33,0.09,18,1,0.6,24,114,0.45,0.5,0.46,0.37
,,,,,,,,,1620.0,6.0,1342.0,97.0,mobile,65,0.37,0.11,10,5,0.48,8,42,0.76,0.99,0.45,0.35
,,,,,,,,,271.0,0.0,70.0,85.0,mobile,47,0.42,0.09,20,3,0.95,18,73,0.86,0.17,0.18,0.5
,,,,,,,,,26.0,0.0,4.0,14.0,mobile,65,0.36,0.15,12,9,0.24,21,92,0.43,0.22,0.85,0.13
,,,,,,,,,1132.0,22.0,403.0,278.0,mobile,76,0.26,0.03,20,2,0.32,12,114,0.78,0.46,0.52,0.69
,,,,,,,,,18.0,0.0,0.0,11.0,mobile,46,0.31,0.14,8,7,0.54,5,154,0.4,0.51,0.57,0.6
,,,,,,,,,4820.0,101.0,2578.0,771.0,web,23,0.42,0.08,19,8,0.69,23,43,0.84,0.42,0.26,0.21
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,77,0.25,0.1,21,6,0.21,23,77,0.69,0.43,0.56,0.98
,,,,,,,,,1545.0,0.0,667.0,382.0,mobile,34,0.26,0.01,16,1,0.78,11,48,0.41,0.49,0.79,0.01
,,,,,,,,,72.0,0.0,14.0,32.0,mobile,54,0.14,0.06,21,7,0.65,5,138,0.32,0.32,0.3,0.34
,,,,,,,,,180.0,0.0,75.0,16.0,mobile,56,0.47,0.12,18,4,0.59,5,142,0.72,0.13,0.11,0.26
,,,,,,,,,2123.0,10.0,460.0,621.0,mobile,20,0.14,0.11,9,9,0.54,14,49,0.66,0.96,0.58,0.56
,,,,,,,,,66.0,0.0,14.0,29.0,web,22,0.36,0.01,4,6,0.62,17,72,0.67,0.79,0.64,0.89
,,,,,,,,,3099.0,18.0,98.0,1274.0,web,66,0.27,0.08,9,4,0.33,9,138,0.59,0.81,0.2,0.66
,,,,,,,,,95.0,20.0,4.0,21.0,mobile,43,0.26,0.01,2,1,0.29,16,172,0.67,0.36,0.25,0.05
,,,,,,,,,418.0,0.0,107.0,113.0,mobile,46,0.37,0.15,9,3,0.43,7,154,0.82,0.4,0.15,0.86
,,,,,,,,,998.0,0.0,11.0,392.0,web,59,0.13,0.13,9,4,0.77,23,103,0.87,0.94,0.92,0.27
,,,,,,,,,6983.0,328.0,1961.0,1947.0,mobile,55,0.34,0.0,18,5,0.67,8,108,0.51,0.97,0.21,0.11
,,,,,,,,,913.0,0.0,0.0,330.0,mobile,53,0.41,0.13,11,4,0.58,19,69,0.59,0.94,0.01,0.43
,,,,,,,,,1040.0,0.0,298.0,309.0,mobile,48,0.43,0.14,13,9,0.66,17,138,0.46,0.64,0.84,0.9
,,,,,,,,,2429.0,228.0,314.0,666.0,mobile,43,0.17,0.05,6,0,0.65,15,141,0.55,0.24,0.8,0.03
,,,,,,,,,28.0,0.0,8.0,14.0,mobile,43,0.46,0.11,9,0,0.45,6,146,0.78,0.6,0.46,0.63
,,,,,,,,,4098.0,30.0,1515.0,972.0,mobile,61,0.36,0.07,16,2,0.28,13,54,0.55,0.59,0.8,0.33
,,,,,,,,,10870.0,0.0,6409.0,2008.0,web,23,0.45,0.1,4,8,0.92,16,169,0.53,0.91,0.45,0.62
,,,,,,,,,651.0,6.0,2.0,267.0,mobile,22,0.29,0.05,2,1,0.68,8,78,0.81,0.31,0.22,0.27
,,,,,,,,,20.0,0.0,4.0,12.0,mobile,53,0.32,0.05,7,9,0.76,23,23,0.3,0.2,0.43,0.97
,,,,,,,,,10265.0,54.0,2128.0,3355.0,mobile,76,0.47,0.06,15,4,0.57,14,160,0.81,0.27,0.49,0.11
,,,,,,,,,290.0,0.0,8.0,119.0,mobile,68,0.46,0.02,6,8,0.81,15,164,0.41,0.24,0.01,0.16
,,,,,,,,,38033.0,54.0,19405.0,7855.0,mobile,42,0.28,0.12,11,6,0.67,11,98,0.46,0.65,0.11,0.05
,,,,,,,,,1996.0,48.0,244.0,736.0,web,72,0.21,0.05,20,7,0.24,17,45,0.52,0.81,0.87,0.79
,,,,,,,,,36.0,0.0,6.0,20.0,mobile,75,0.26,0.06,17,1,0.91,13,41,0.83,0.37,0.39,0.09
,,,,,,,,,1549.0,2.0,307.0,586.0,web,71,0.26,0.13,4,4,0.44,16,82,0.85,0.18,0.33,0.28
,,,,,,,,,476.0,3.0,142.0,135.0,web,42,0.21,0.07,19,8,0.31,6,179,0.7,0.34,0.89,0.21
,,,,,,,,,1815.0,10.0,427.0,549.0,mobile,64,0.21,0.08,7,0,0.27,5,59,0.56,0.55,0.15,0.35
,,,,,,,,,25.0,0.0,0.0,17.0,mobile,24,0.44,0.14,11,0,0.78,11,66,0.61,0.66,0.22,0.77
,,,,,,,,,16930.0,260.0,8638.0,2257.0,mobile,50,0.13,0.13,13,9,0.76,5,126,0.65,0.55,0.83,0.95
,,,,,,,,,22.0,0.0,4.0,12.0,web,72,0.37,0.03,21,7,0.76,20,120,0.87,0.26,0.28,0.88
,,,,,,,,,274.0,1.0,68.0,98.0,mobile,60,0.17,0.07,3,1,0.93,8,98,0.88,0.92,0.63,0.84
,,,,,,,,,24.0,0.0,4.0,14.0,mobile,76,0.24,0.15,14,8,0.48,12,113,0.81,0.44,0.74,0.42
,,,,,,,,,801.0,0.0,376.0,170.0,web,76,0.12,0.06,2,9,0.65,21,63,0.65,0.46,0.22,0.8
,,,,,,,,,46.0,2.0,2.0,25.0,mobile,79,0.21,0.06,18,8,0.7,23,62,0.53,0.97,0.25,0.78
,,,,,,,,,26.0,0.0,0.0,18.0,mobile,73,0.41,0.03,5,3,0.98,8,166,0.44,0.87,0.52,0.25
,,,,,,,,,244.0,183.0,6.0,16.0,mobile,25,0.45,0.02,13,1,0.45,8,174,0.62,0.81,0.79,0.26
,,,,,,,,,24.0,0.0,0.0,14.0,mobile,56,0.19,0.11,13,2,0.97,12,78,0.51,0.18,0.55,0.5
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,76,0.29,0.12,24,9,0.32,14,23,0.34,0.84,0.07,0.96
,,,,,,,,,62.0,0.0,2.0,32.0,mobile,29,0.29,0.15,24,0,0.81,20,164,0.59,0.46,0.35,0.11
,,,,,,,,,72.0,0.0,0.0,50.0,mobile,59,0.45,0.12,14,2,0.71,23,14,0.64,0.21,0.33,0.99
,,,,,,,,,714.0,52.0,53.0,221.0,mobile,26,0.41,0.04,12,4,0.85,5,127,0.67,0.99,0.81,0.16
,,,,,,,,,706.0,0.0,196.0,201.0,mobile,58,0.31,0.01,21,2,0.22,9,152,0.34,0.17,0.29,0.49
,,,,,,,,,28.0,0.0,6.0,14.0,mobile,57,0.37,0.15,13,2,0.26,6,76,0.59,0.92,0.9,0.3
,,,,,,,,,25.0,0.0,6.0,13.0,mobile,40,0.44,0.05,18,9,0.26,20,10,0.69,0.0,0.33,0.42
,,,,,,,,,3435.0,120.0,598.0,1116.0,mobile,39,0.1,0.05,13,5,0.67,17,161,0.88,0.44,0.19,0.96
,,,,,,,,,3305.0,104.0,492.0,1016.0,mobile,22,0.26,0.14,4,2,0.68,10,118,0.32,0.03,0.54,0.63
,,,,,,,,,946.0,0.0,790.0,52.0,web,70,0.46,0.09,23,2,0.92,8,71,0.71,0.91,0.39,0.3
,,,,,,,,,45.0,0.0,8.0,19.0,mobile,41,0.4,0.03,22,8,0.57,11,87,0.34,0.13,0.65,0.63
,,,,,,,,,585.0,0.0,86.0,193.0,mobile,66,0.32,0.13,10,1,0.25,6,66,0.4,0.67,0.92,0.45
,,,,,,,,,320.0,0.0,42.0,129.0,mobile,23,0.31,0.15,23,0,0.37,14,29,0.4,0.63,0.94,0.94
,,,,,,,,,2168.0,0.0,160.0,855.0,mobile,47,0.24,0.01,5,9,0.21,18,23,0.5,0.78,0.23,0.35
,,,,,,,,,1060.0,22.0,428.0,252.0,mobile,31,0.31,0.13,18,7,0.82,12,44,0.8,0.75,0.16,0.58
,,,,,,,,,19130.0,12.0,13636.0,851.0,mobile,57,0.36,0.06,8,2,0.85,7,156,0.81,0.03,0.94,0.85
,,,,,,,,,116.0,0.0,49.0,35.0,mobile,70,0.27,0.08,14,6,1.0,7,93,0.52,0.39,0.81,0.96
,,,,,,,,,29.0,0.0,2.0,15.0,web,55,0.39,0.14,2,1,0.53,6,51,0.56,0.32,0.26,0.8
,,,,,,,,,1108.0,8.0,539.0,199.0,mobile,66,0.44,0.15,8,7,0.22,21,107,0.43,0.97,0.8,0.94
,,,,,,,,,2300.0,142.0,767.0,481.0,mobile,60,0.16,0.04,16,8,0.39,23,10,0.56,0.77,0.74,0.46
,,,,,,,,,26.0,0.0,8.0,12.0,mobile,24,0.28,0.03,7,7,0.67,14,77,0.46,0.71,0.25,0.76
,,,,,,,,,25.0,0.0,0.0,14.0,mobile,32,0.26,0.01,3,7,0.97,16,113,0.4,0.44,0.91,0.09
,,,,,,,,,2761.0,226.0,960.0,621.0,mobile,42,0.37,0.08,4,7,0.28,15,87,0.4,0.89,0.32,0.59
,,,,,,,,,2292.0,14.0,527.0,849.0,web,77,0.2,0.0,7,6,0.3,13,60,0.77,0.02,0.48,0.01
,,,,,,,,,1772.0,8.0,266.0,582.0,mobile,69,0.36,0.06,4,1,0.76,17,41,0.37,0.23,0.61,0.26
,,,,,,,,,12550.0,31.0,2867.0,4506.0,web,49,0.45,0.01,9,7,0.73,10,109,0.67,0.7,0.19,0.67
,,,,,,,,,5.0,0.0,0.0,2.0,web,56,0.27,0.06,23,4,0.4,18,156,0.4,0.51,0.61,0.17
,,,,,,,,,5017.0,50.0,1919.0,1121.0,mobile,44,0.46,0.01,17,5,0.85,15,48,0.8,0.53,0.71,0.2
,,,,,,,,,159.0,0.0,28.0,57.0,web,67,0.5,0.13,17,3,0.3,9,151,0.46,0.42,0.1,0.06
,,,,,,,,,3666.0,12.0,2394.0,458.0,mobile,46,0.14,0.03,20,0,0.94,6,166,0.33,0.17,0.38,0.75
,,,,,,,,,1515.0,242.0,357.0,274.0,web,70,0.19,0.05,14,4,0.36,11,51,0.57,0.17,0.61,0.45
,,,,,,,,,3269.0,16.0,1311.0,789.0,mobile,33,0.48,0.13,14,2,0.27,21,23,0.9,0.29,0.93,0.89
,,,,,,,,,18.0,0.0,0.0,12.0,web,76,0.48,0.11,13,8,0.47,10,125,0.79,0.47,0.89,0.36
,,,,,,,,,16.0,0.0,0.0,11.0,mobile,67,0.14,0.03,4,3,0.35,18,148,0.64,0.82,0.17,0.44
,,,,,,,,,6772.0,945.0,824.0,2348.0,web,78,0.11,0.01,13,9,0.62,8,84,0.41,0.45,0.61,0.49
,,,,,,,,,419.0,0.0,50.0,163.0,mobile,66,0.16,0.11,21,1,0.75,7,56,0.37,0.9,0.1,0.86
,,,,,,,,,387.0,0.0,16.0,149.0,mobile,73,0.5,0.06,17,3,0.59,15,113,0.8,0.12,0.29,0.29
,,,,,,,,,13.0,0.0,0.0,9.0,web,55,0.17,0.11,15,2,0.73,5,33,0.77,0.27,0.6,0.05
,,,,,,,,,1743.0,55.0,672.0,489.0,web,58,0.3,0.07,18,2,0.49,18,159,0.58,0.07,0.08,0.63
