hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform
,,,,,,,,,20.0,0.0,0.0,12.0,mobile
,,,,,,,,,1512.0,2.0,600.0,336.0,mobile
,,,,,,,,,436.0,4.0,139.0,120.0,mobile
,,,,,,,,,5032.0,154.0,1379.0,1635.0,mobile
,,,,,,,,,2055.0,42.0,511.0,393.0,mobile
,,,,,,,,,56.0,0.0,0.0,31.0,mobile
,,,,,,,,,5232.0,83.0,378.0,2128.0,web
,,,,,,,,,4408.0,59.0,514.0,1289.0,mobile
,,,,,,,,,1536.0,42.0,130.0,622.0,mobile
,,,,,,,,,20.0,0.0,2.0,12.0,mobile
,,,,,,,,,10054.0,44.0,1568.0,3422.0,mobile
,,,,,,,,,34.0,0.0,6.0,19.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,3599.0,8.0,754.0,1097.0,mobile
,,,,,,,,,26415.0,100.0,10791.0,5870.0,mobile
,,,,,,,,,17.0,0.0,2.0,10.0,mobile
,,,,,,,,,615.0,0.0,190.0,195.0,web
,,,,,,,,,65.0,0.0,0.0,23.0,web
,,,,,,,,,106.0,0.0,0.0,52.0,mobile
,,,,,,,,,25902.0,228.0,10923.0,7225.0,mobile
,,,,,,,,,584.0,22.0,12.0,226.0,mobile
,,,,,,,,,20.0,0.0,2.0,12.0,web
,,,,,,,,,83.0,6.0,12.0,23.0,mobile
,,,,,,,,,846.0,196.0,249.0,131.0,mobile
,,,,,,,,,51.0,0.0,8.0,25.0,mobile
,,,,,,,,,738.0,0.0,136.0,330.0,web
,,,,,,,,,408.0,0.0,38.0,158.0,mobile
,,,,,,,,,2757.0,84.0,426.0,910.0,mobile
,,,,,,,,,253.0,0.0,50.0,92.0,mobile
,,,,,,,,,734.0,12.0,214.0,166.0,mobile
,,,,,,,,,24.0,0.0,3.0,13.0,mobile
,,,,,,,,,606.0,2.0,99.0,223.0,mobile
,,,,,,,,,59.0,0.0,6.0,32.0,mobile
,,,,,,,,,578.0,2.0,126.0,192.0,mobile
,,,,,,,,,3.0,0.0,0.0,2.0,mobile
,,,,,,,,,897.0,2.0,92.0,300.0,web
,,,,,,,,,39.0,2.0,12.0,15.0,mobile
,,,,,,,,,8612.0,472.0,1238.0,2429.0,mobile
,,,,,,,,,2563.0,16.0,626.0,727.0,mobile
,,,,,,,,,485.0,0.0,2.0,211.0,mobile
,,,,,,,,,2626.0,8.0,386.0,1100.0,web
,,,,,,,,,4.0,0.0,0.0,2.0,web
,,,,,,,,,442.0,10.0,128.0,129.0,mobile
,,,,,,,,,5847.0,146.0,969.0,2067.0,mobile
,,,,,,,,,11854.0,151.0,771.0,4052.0,web
,,,,,,,,,3194.0,48.0,1572.0,623.0,web
,,,,,,,,,31.0,0.0,4.0,17.0,mobile
,,,,,,,,,5161.0,112.0,316.0,1898.0,mobile
,,,,,,,,,30.0,0.0,0.0,20.0,web
,,,,,,,,,12520.0,655.0,3658.0,3364.0,mobile
,,,,,,,,,7850.0,88.0,2026.0,2307.0,mobile
,,,,,,,,,412.0,0.0,0.0,283.0,mobile
,,,,,,,,,122.0,0.0,42.0,40.0,web
,,,,,,,,,160.0,0.0,28.0,45.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,202.0,0.0,36.0,69.0,web
,,,,,,,,,1269.0,0.0,45.0,455.0,mobile
,,,,,,,,,26.0,0.0,0.0,18.0,mobile
,,,,,,,,,435.0,4.0,74.0,142.0,mobile
,,,,,,,,,10732.0,195.0,3695.0,2746.0,mobile
,,,,,,,,,47.0,0.0,6.0,14.0,web
,,,,,,,,,24.0,0.0,0.0,16.0,mobile
,,,,,,,,,244.0,64.0,48.0,52.0,mobile
,,,,,,,,,7151.0,58.0,1638.0,2609.0,web
,,,,,,,,,232.0,0.0,51.0,72.0,mobile
,,,,,,,,,91.0,0.0,0.0,59.0,web
,,,,,,,,,26.0,0.0,4.0,13.0,mobile
,,,,,,,,,9313.0,20.0,1041.0,3372.0,mobile
,,,,,,,,,34.0,0.0,2.0,20.0,web
,,,,,,,,,381.0,4.0,28.0,140.0,mobile
,,,,,,,,,12333.0,1401.0,970.0,4121.0,web
,,,,,,,,,21.0,0.0,0.0,14.0,mobile
,,,,,,,,,161.0,0.0,24.0,59.0,mobile
,,,,,,,,,25.0,0.0,6.0,13.0,mobile
,,,,,,,,,605.0,0.0,70.0,198.0,mobile
,,,,,,,,,3033.0,66.0,415.0,1234.0,mobile
,,,,,,,,,1338.0,20.0,285.0,509.0,mobile
,,,,,,,,,24.0,0.0,0.0,16.0,mobile
,,,,,,,,,37.0,0.0,6.0,21.0,mobile
,,,,,,,,,335.0,0.0,66.0,123.0,mobile
,,,,,,,,,463.0,4.0,18.0,196.0,mobile
,,,,,,,,,292.0,4.0,86.0,94.0,mobile
,,,,,,,,,6.0,0.0,0.0,4.0,mobile
,,,,,,,,,70.0,0.0,14.0,29.0,mobile
,,,,,,,,,2057.0,93.0,466.0,743.0,web
,,,,,,,,,110.0,0.0,33.0,26.0,web
,,,,,,,,,904.0,23.0,80.0,333.0,mobile
,,,,,,,,,3.0,0.0,0.0,2.0,mobile
,,,,,,,,,1520.0,34.0,24.0,620.0,mobile
,,,,,,,,,89.0,0.0,10.0,32.0,mobile
,,,,,,,,,234.0,2.0,0.0,98.0,mobile
,,,,,,,,,4155.0,2.0,2022.0,1135.0,web
,,,,,,,,,19.0,0.0,0.0,13.0,web
,,,,,,,,,24.0,0.0,6.0,12.0,mobile
,,,,,,,,,2918.0,178.0,890.0,745.0,mobile
,,,,,,,,,30.0,0.0,0.0,20.0,web
,,,,,,,,,716.0,4.0,145.0,249.0,mobile
,,,,,,,,,1080.0,0.0,204.0,376.0,mobile
,,,,,,,,,19.0,0.0,0.0,13.0,web
,,,,,,,,,106318.0,1341.0,73716.0,11846.0,mobile
,,,,,,,,,308.0,0.0,34.0,96.0,mobile
,,,,,,,,,22.0,0.0,0.0,8.0,web
,,,,,,,,,128.0,0.0,4.0,52.0,mobile
,,,,,,,,,26.0,0.0,8.0,12.0,mobile
,,,,,,,,,30.0,0.0,0.0,20.0,mobile
,,,,,,,,,5841.0,1544.0,1422.0,866.0,mobile
,,,,,,,,,260.0,50.0,0.0,63.0,web
,,,,,,,,,1082.0,148.0,142.0,308.0,mobile
,,,,,,,,,6306.0,1594.0,1951.0,725.0,mobile
,,,,,,,,,22.0,0.0,2.0,14.0,mobile
,,,,,,,,,1605.0,4.0,414.0,476.0,mobile
,,,,,,,,,1134.0,676.0,44.0,147.0,mobile
,,,,,,,,,149.0,0.0,46.0,46.0,mobile
,,,,,,,,,34.0,2.0,6.0,15.0,mobile
,,,,,,,,,129.0,0.0,60.0,34.0,mobile
,,,,,,,,,804.0,4.0,216.0,250.0,web
,,,,,,,,,912.0,20.0,202.0,276.0,web
,,,,,,,,,5561.0,12.0,449.0,2104.0,mobile
,,,,,,,,,31.0,0.0,0.0,21.0,web
,,,,,,,,,924.0,2.0,48.0,354.0,mobile
,,,,,,,,,129.0,0.0,10.0,56.0,web
,,,,,,,,,68.0,12.0,10.0,24.0,mobile
,,,,,,,,,3.0,0.0,0.0,0.0,mobile
,,,,,,,,,139.0,0.0,0.0,39.0,web
,,,,,,,,,688.0,2.0,288.0,156.0,mobile
,,,,,,,,,4559.0,64.0,1259.0,1354.0,mobile
,,,,,,,,,10063.0,201.0,1649.0,3584.0,mobile
,,,,,,,,,18.0,0.0,0.0,12.0,mobile
,,,,,,,,,2915.0,216.0,174.0,1015.0,mobile
,,,,,,,,,42.0,0.0,12.0,19.0,mobile
,,,,,,,,,32.0,0.0,0.0,19.0,mobile
,,,,,,,,,40.0,0.0,8.0,22.0,web
,,,,,,,,,20.0,0.0,2.0,12.0,web
,,,,,,,,,144.0,66.0,4.0,18.0,mobile
,,,,,,,,,25.0,0.0,0.0,17.0,mobile
,,,,,,,,,2886.0,10.0,601.0,945.0,mobile
,,,,,,,,,70.0,0.0,2.0,34.0,mobile
,,,,,,,,,12477.0,421.0,2875.0,3725.0,web
,,,,,,,,,69.0,0.0,2.0,30.0,mobile
,,,,,,,,,29.0,0.0,2.0,19.0,mobile
,,,,,,,,,1807.0,0.0,8.0,739.0,mobile
,,,,,,,,,26.0,0.0,8.0,12.0,web
,,,,,,,,,859.0,10.0,280.0,209.0,web
,,,,,,,,,1016.0,0.0,252.0,401.0,web
,,,,,,,,,73.0,0.0,30.0,27.0,web
,,,,,,,,,39283.0,2919.0,4283.0,15777.0,web
,,,,,,,,,6773.0,38.0,979.0,2179.0,mobile
,,,,,,,,,1443.0,74.0,465.0,344.0,mobile
,,,,,,,,,1732.0,0.0,80.0,422.0,web
,,,,,,,,,2407.0,98.0,337.0,706.0,mobile
,,,,,,,,,41.0,0.0,0.0,19.0,mobile
,,,,,,,,,450.0,0.0,20.0,183.0,mobile
,,,,,,,,,169.0,118.0,0.0,0.0,web
,,,,,,,,,163.0,40.0,26.0,30.0,mobile
,,,,,,,,,187.0,0.0,0.0,89.0,web
,,,,,,,,,2985.0,0.0,527.0,891.0,mobile
,,,,,,,,,307.0,2.0,68.0,112.0,mobile
,,,,,,,,,14.0,0.0,2.0,8.0,mobile
,,,,,,,,,588.0,14.0,185.0,161.0,mobile
,,,,,,,,,2544.0,46.0,1605.0,351.0,mobile
,,,,,,,,,5197.0,266.0,2119.0,1053.0,mobile
,,,,,,,,,26.0,0.0,4.0,15.0,web
,,,,,,,,,35.0,0.0,4.0,20.0,web
,,,,,,,,,48.0,0.0,4.0,28.0,mobile
,,,,,,,,,5.0,0.0,2.0,2.0,mobile
,,,,,,,,,1929.0,0.0,364.0,634.0,web
,,,,,,,,,28.0,0.0,2.0,15.0,mobile
,,,,,,,,,138.0,2.0,26.0,48.0,mobile
,,,,,,,,,7.0,4.0,0.0,0.0,web
,,,,,,,,,1174.0,0.0,328.0,223.0,mobile
,,,,,,,,,9373.0,128.0,1033.0,2955.0,mobile
,,,,,,,,,23.0,0.0,4.0,13.0,mobile
,,,,,,,,,3404.0,60.0,177.0,1210.0,mobile
,,,,,,,,,22.0,0.0,4.0,12.0,mobile
,,,,,,,,,163.0,2.0,28.0,62.0,mobile
,,,,,,,,,791.0,4.0,135.0,275.0,mobile
,,,,,,,,,788.0,26.0,104.0,279.0,web
,,,,,,,,,1938.0,106.0,253.0,563.0,mobile
,,,,,,,,,566.0,4.0,128.0,181.0,mobile
,,,,,,,,,3932.0,210.0,642.0,1467.0,web
,,,,,,,,,3797.0,96.0,961.0,991.0,mobile
,,,,,,,,,43576.0,502.0,3463.0,20542.0,web
,,,,,,,,,438.0,0.0,6.0,182.0,web
,,,,,,,,,13339.0,50.0,946.0,5789.0,web
,,,,,,,,,5469.0,42.0,332.0,2185.0,web
,,,,,,,,,23.0,0.0,0.0,12.0,mobile
,,,,,,,,,2224.0,36.0,156.0,726.0,mobile
,,,,,,,,,27.0,0.0,4.0,16.0,mobile
,,,,,,,,,35.0,0.0,6.0,14.0,mobile
,,,,,,,,,27.0,0.0,0.0,18.0,web
,,,,,,,,,5400.0,28.0,2843.0,1002.0,mobile
,,,,,,,,,1157.0,1.0,239.0,550.0,web
,,,,,,,,,25.0,0.0,4.0,14.0,mobile
,,,,,,,,,606.0,6.0,153.0,185.0,mobile
,,,,,,,,,81.0,0.0,0.0,35.0,web
,,,,,,,,,977.0,2.0,250.0,302.0,mobile
,,,,,,,,,238.0,128.0,12.0,33.0,mobile
,,,,,,,,,22977.0,698.0,8054.0,6244.0,mobile
,,,,,,,,,2225.0,37.0,643.0,630.0,mobile
,,,,,,,,,4726.0,169.0,586.0,1603.0,web
,,,,,,,,,44.0,8.0,2.0,14.0,mobile
,,,,,,,,,192.0,0.0,28.0,71.0,web
,,,,,,,,,13132.0,1140.0,3437.0,3551.0,mobile
,,,,,,,,,29.0,0.0,8.0,14.0,mobile
,,,,,,,,,1209.0,6.0,401.0,288.0,mobile
,,,,,,,,,478.0,12.0,135.0,145.0,mobile
,,,,,,,,,656.0,0.0,144.0,175.0,web
,,,,,,,,,54.0,0.0,14.0,28.0,mobile
,,,,,,,,,35.0,14.0,0.0,10.0,mobile
,,,,,,,,,3320.0,64.0,798.0,922.0,mobile
,,,,,,,,,2757.0,50.0,1588.0,428.0,mobile
,,,,,,,,,342.0,12.0,28.0,125.0,mobile
,,,,,,,,,150.0,0.0,20.0,59.0,mobile
,,,,,,,,,153.0,2.0,30.0,52.0,mobile
,,,,,,,,,104.0,0.0,0.0,46.0,web
,,,,,,,,,3536.0,6.0,893.0,1064.0,mobile
,,,,,,,,,110.0,0.0,6.0,54.0,mobile
,,,,,,,,,373.0,2.0,4.0,149.0,mobile
,,,,,,,,,11279.0,86.0,1900.0,3890.0,mobile
,,,,,,,,,431.0,2.0,68.0,147.0,mobile
,,,,,,,,,683.0,4.0,104.0,236.0,mobile
,,,,,,,,,6113.0,12.0,3322.0,1012.0,mobile
,,,,,,,,,5.0,0.0,0.0,1.0,mobile
,,,,,,,,,810.0,0.0,112.0,348.0,web
,,,,,,,,,801.0,40.0,0.0,307.0,web
,,,,,,,,,20.0,0.0,0.0,12.0,web
,,,,,,,,,350.0,10.0,62.0,107.0,mobile
,,,,,,,,,486.0,0.0,86.0,170.0,mobile
,,,,,,,,,17.0,0.0,2.0,10.0,mobile
,,,,,,,,,3.0,0.0,0.0,2.0,mobile
,,,,,,,,,3409.0,1830.0,372.0,442.0,mobile
,,,,,,,,,958.0,0.0,48.0,365.0,mobile
,,,,,,,,,112.0,40.0,12.0,24.0,mobile
,,,,,,,,,26570.0,247.0,8763.0,6940.0,web
,,,,,,,,,847.0,80.0,331.0,148.0,mobile
,,,,,,,,,3828.0,49.0,1906.0,819.0,mobile
,,,,,,,,,36.0,0.0,0.0,23.0,web
,,,,,,,,,536.0,0.0,112.0,157.0,mobile
,,,,,,,,,641.0,44.0,0.0,237.0,mobile
,,,,,,,,,2613.0,28.0,439.0,798.0,mobile
,,,,,,,,,51.0,0.0,12.0,19.0,mobile
,,,,,,,,,236.0,0.0,123.0,48.0,mobile
,,,,,,,,,24.0,0.0,0.0,23.0,mobile
,,,,,,,,,1506.0,0.0,508.0,470.0,web
,,,,,,,,,40.0,0.0,11.0,16.0,mobile
,,,,,,,,,40.0,0.0,20.0,14.0,web
,,,,,,,,,1593.0,10.0,26.0,376.0,mobile
,,,,,,,,,954.0,28.0,197.0,276.0,mobile
,,,,,,,,,3173.0,93.0,875.0,903.0,web
,,,,,,,,,373.0,0.0,94.0,117.0,web
,,,,,,,,,1491.0,0.0,6.0,606.0,mobile
,,,,,,,,,467.0,0.0,82.0,163.0,mobile
,,,,,,,,,2073.0,130.0,499.0,640.0,mobile
,,,,,,,,,835.0,2.0,263.0,213.0,mobile
,,,,,,,,,200.0,2.0,24.0,74.0,web
,,,,,,,,,22.0,0.0,4.0,12.0,web
,,,,,,,,,17.0,0.0,0.0,12.0,mobile
,,,,,,,,,228.0,0.0,57.0,80.0,mobile
,,,,,,,,,27664.0,888.0,11800.0,6580.0,mobile
,,,,,,,,,547.0,14.0,67.0,180.0,mobile
,,,,,,,,,3528.0,12.0,1262.0,877.0,mobile
,,,,,,,,,13645.0,0.0,2246.0,4984.0,mobile
,,,,,,,,,5473.0,0.0,1538.0,1417.0,mobile
,,,,,,,,,4573.0,148.0,1192.0,1366.0,mobile
,,,,,,,,,22.0,0.0,4.0,12.0,web
,,,,,,,,,10732.0,310.0,2260.0,4044.0,mobile
,,,,,,,,,383.0,0.0,48.0,131.0,web
,,,,,,,,,40.0,0.0,4.0,22.0,web
,,,,,,,,,32.0,0.0,4.0,19.0,mobile
,,,,,,,,,27.0,0.0,2.0,14.0,web
,,,,,,,,,23164.0,1870.0,3196.0,7888.0,web
,,,,,,,,,169.0,0.0,2.0,78.0,web
,,,,,,,,,8093.0,292.0,898.0,3342.0,web
,,,,,,,,,625.0,0.0,181.0,222.0,mobile
,,,,,,,,,367.0,0.0,0.0,146.0,mobile
,,,,,,,,,28.0,0.0,8.0,12.0,web
,,,,,,,,,4347.0,32.0,1203.0,1237.0,mobile
,,,,,,,,,55.0,0.0,12.0,27.0,mobile
,,,,,,,,,2431.0,196.0,545.0,599.0,mobile
,,,,,,,,,290.0,0.0,192.0,45.0,mobile
,,,,,,,,,34.0,0.0,4.0,20.0,web
,,,,,,,,,3083.0,50.0,242.0,731.0,web
,,,,,,,,,10021.0,12.0,1694.0,3622.0,web
,,,,,,,,,442.0,10.0,85.0,109.0,mobile
,,,,,,,,,20384.0,52.0,4289.0,8845.0,mobile
,,,,,,,,,321.0,0.0,20.0,130.0,mobile
,,,,,,,,,6727.0,32.0,281.0,2560.0,mobile
,,,,,,,,,588.0,0.0,42.0,218.0,mobile
,,,,,,,,,862.0,0.0,0.0,373.0,web
,,,,,,,,,12.0,0.0,0.0,4.0,mobile
,,,,,,,,,30607.0,812.0,17911.0,5378.0,web
,,,,,,,,,9338.0,176.0,3753.0,2042.0,mobile
,,,,,,,,,555.0,0.0,56.0,209.0,mobile
,,,,,,,,,1435.0,20.0,457.0,359.0,mobile
,,,,,,,,,26.0,0.0,4.0,13.0,mobile
,,,,,,,,,362.0,46.0,92.0,62.0,mobile
,,,,,,,,,1044.0,20.0,10.0,397.0,mobile
,,,,,,,,,6.0,0.0,0.0,4.0,web
,,,,,,,,,39.0,0.0,2.0,23.0,mobile
,,,,,,,,,1817.0,123.0,378.0,543.0,web
,,,,,,,,,1890.0,2.0,966.0,461.0,web
,,,,,,,,,22.0,0.0,0.0,15.0,mobile
,,,,,,,,,813.0,42.0,259.0,180.0,web
,,,,,,,,,2521.0,38.0,639.0,664.0,mobile
,,,,,,,,,97.0,0.0,6.0,48.0,mobile
,,,,,,,,,118.0,0.0,0.0,28.0,web
,,,,,,,,,39.0,0.0,4.0,21.0,web
,,,,,,,,,739.0,0.0,106.0,336.0,web
,,,,,,,,,55.0,0.0,8.0,20.0,mobile
,,,,,,,,,6546.0,2.0,1205.0,2354.0,mobile
,,,,,,,,,211.0,0.0,24.0,66.0,mobile
,,,,,,,,,4663.0,40.0,1272.0,1531.0,web
,,,,,,,,,4364.0,78.0,1646.0,950.0,mobile
,,,,,,,,,109.0,0.0,4.0,63.0,mobile
,,,,,,,,,30.0,0.0,4.0,16.0,mobile
,,,,,,,,,31.0,0.0,4.0,18.0,web
,,,,,,,,,690.0,71.0,219.0,151.0,mobile
,,,,,,,,,418.0,0.0,61.0,138.0,mobile
,,,,,,,,,25.0,0.0,0.0,17.0,mobile
,,,,,,,,,3583.0,54.0,1061.0,1052.0,mobile
,,,,,,,,,30.0,0.0,6.0,15.0,mobile
,,,,,,,,,44.0,0.0,10.0,18.0,mobile
,,,,,,,,,39230.0,1051.0,12607.0,11816.0,web
,,,,,,,,,49.0,2.0,6.0,22.0,mobile
,,,,,,,,,20824.0,966.0,4188.0,6042.0,mobile
,,,,,,,,,856.0,4.0,132.0,240.0,mobile
,,,,,,,,,1061.0,10.0,386.0,262.0,web
,,,,,,,,,732.0,94.0,396.0,114.0,mobile
,,,,,,,,,30.0,0.0,8.0,15.0,web
,,,,,,,,,26687.0,855.0,3744.0,9786.0,mobile
,,,,,,,,,1282.0,0.0,103.0,492.0,mobile
,,,,,,,,,36.0,0.0,4.0,20.0,web
,,,,,,,,,690.0,4.0,141.0,209.0,mobile
,,,,,,,,,461.0,2.0,8.0,184.0,mobile
,,,,,,,,,122.0,0.0,36.0,39.0,mobile
,,,,,,,,,1379.0,4.0,343.0,365.0,mobile
,,,,,,,,,747.0,0.0,105.0,269.0,mobile
,,,,,,,,,189.0,0.0,48.0,42.0,mobile
,,,,,,,,,57.0,0.0,0.0,28.0,mobile
,,,,,,,,,19.0,0.0,0.0,13.0,web
,,,,,,,,,1472.0,234.0,514.0,323.0,mobile
,,,,,,,,,8929.0,255.0,1505.0,2882.0,web
,,,,,,,,,251.0,188.0,0.0,14.0,mobile
,,,,,,,,,1213.0,22.0,390.0,332.0,mobile
,,,,,,,,,10205.0,134.0,2515.0,3166.0,mobile
,,,,,,,,,42.0,0.0,4.0,28.0,mobile
,,,,,,,,,30.0,0.0,4.0,16.0,mobile
,,,,,,,,,12.0,0.0,0.0,8.0,mobile
,,,,,,,,,20.0,0.0,4.0,10.0,mobile
,,,,,,,,,931.0,0.0,340.0,250.0,mobile
,,,,,,,,,28.0,0.0,0.0,18.0,web
,,,,,,,,,24.0,0.0,0.0,16.0,web
,,,,,,,,,2832.0,38.0,1221.0,564.0,mobile
,,,,,,,,,593.0,0.0,142.0,188.0,mobile
,,,,,,,,,203.0,0.0,44.0,74.0,mobile
,,,,,,,,,55.0,0.0,14.0,22.0,mobile
,,,,,,,,,361.0,0.0,0.0,146.0,mobile
,,,,,,,,,152.0,28.0,36.0,28.0,mobile
,,,,,,,,,23.0,0.0,0.0,15.0,web
,,,,,,,,,389.0,62.0,2.0,138.0,web
,,,,,,,,,27.0,0.0,2.0,17.0,mobile
,,,,,,,,,7670.0,136.0,769.0,2642.0,mobile
,,,,,,,,,3069.0,30.0,659.0,1046.0,mobile
,,,,,,,,,1126.0,10.0,18.0,429.0,mobile
,,,,,,,,,1097.0,0.0,290.0,316.0,mobile
,,,,,,,,,50.0,0.0,14.0,25.0,web
,,,,,,,,,29.0,0.0,4.0,16.0,mobile
,,,,,,,,,352.0,0.0,126.0,79.0,web
,,,,,,,,,6780.0,80.0,1838.0,1914.0,mobile
,,,,,,,,,5299.0,220.0,658.0,2059.0,web
,,,,,,,,,270.0,0.0,121.0,67.0,mobile
,,,,,,,,,3603.0,96.0,426.0,1155.0,mobile
,,,,,,,,,1227.0,26.0,182.0,381.0,mobile
,,,,,,,,,41.0,0.0,4.0,25.0,mobile
,,,,,,,,,3442.0,41.0,465.0,1471.0,web
,,,,,,,,,144.0,0.0,22.0,58.0,mobile
,,,,,,,,,359.0,2.0,100.0,108.0,web
,,,,,,,,,25.0,0.0,4.0,14.0,mobile
,,,,,,,,,561.0,0.0,4.0,240.0,mobile
,,,,,,,,,540.0,0.0,210.0,129.0,mobile
,,,,,,,,,28.0,0.0,8.0,13.0,web
,,,,,,,,,499.0,4.0,86.0,175.0,mobile
,,,,,,,,,3364.0,446.0,1987.0,261.0,web
,,,,,,,,,3828.0,28.0,1537.0,901.0,mobile
,,,,,,,,,248.0,54.0,44.0,60.0,mobile
,,,,,,,,,610.0,0.0,93.0,218.0,mobile
,,,,,,,,,6947.0,176.0,1652.0,1940.0,mobile
,,,,,,,,,526.0,26.0,300.0,79.0,mobile
,,,,,,,,,55.0,0.0,14.0,26.0,web
,,,,,,,,,15007.0,504.0,2038.0,4627.0,mobile
,,,,,,,,,183.0,4.0,28.0,66.0,mobile
,,,,,,,,,27731.0,784.0,3507.0,8540.0,mobile
,,,,,,,,,143.0,0.0,0.0,62.0,web
,,,,,,,,,9132.0,110.0,2657.0,2612.0,web
,,,,,,,,,25.0,0.0,4.0,15.0,mobile
,,,,,,,,,396.0,2.0,68.0,142.0,web
,,,,,,,,,101.0,0.0,8.0,42.0,mobile
,,,,,,,,,7432.0,117.0,3417.0,1485.0,web
,,,,,,,,,30.0,0.0,4.0,17.0,mobile
,,,,,,,,,153.0,2.0,6.0,39.0,web
,,,,,,,,,614.0,8.0,90.0,218.0,mobile
,,,,,,,,,2451.0,18.0,392.0,771.0,mobile
,,,,,,,,,144.0,20.0,14.0,52.0,mobile
,,,,,,,,,2228.0,35.0,341.0,881.0,web
,,,,,,,,,1626.0,3.0,22.0,630.0,mobile
,,,,,,,,,23.0,0.0,2.0,14.0,mobile
,,,,,,,,,1918.0,124.0,750.0,441.0,mobile
,,,,,,,,,1876.0,155.0,800.0,301.0,web
,,,,,,,,,105.0,0.0,20.0,48.0,mobile
,,,,,,,,,22.0,0.0,4.0,12.0,mobile
,,,,,,,,,9846.0,66.0,1536.0,2731.0,mobile
,,,,,,,,,15.0,0.0,4.0,7.0,mobile
,,,,,,,,,9272.0,218.0,2871.0,2626.0,mobile
,,,,,,,,,63557.0,280.0,38155.0,10178.0,mobile
,,,,,,,,,125.0,0.0,0.0,78.0,web
,,,,,,,,,37.0,0.0,2.0,24.0,mobile
,,,,,,,,,36.0,0.0,0.0,25.0,mobile
,,,,,,,,,33.0,0.0,10.0,12.0,web
,,,,,,,,,500.0,0.0,81.0,172.0,mobile
,,,,,,,,,15772.0,1299.0,1197.0,4981.0,web
,,,,,,,,,21.0,0.0,2.0,12.0,mobile
,,,,,,,,,332.0,0.0,81.0,102.0,mobile
,,,,,,,,,36.0,0.0,6.0,15.0,web
,,,,,,,,,14325.0,1050.0,4401.0,4010.0,mobile
,,,,,,,,,28.0,0.0,4.0,18.0,mobile
,,,,,,,,,31.0,0.0,6.0,14.0,web
,,,,,,,,,874.0,24.0,114.0,281.0,mobile
,,,,,,,,,1370.0,88.0,248.0,407.0,mobile
,,,,,,,,,1527.0,26.0,44.0,572.0,mobile
,,,,,,,,,156.0,0.0,18.0,53.0,mobile
,,,,,,,,,2550.0,6.0,126.0,944.0,mobile
,,,,,,,,,17446.0,386.0,2999.0,6113.0,mobile
,,,,,,,,,124.0,0.0,2.0,22.0,mobile
,,,,,,,,,1968.0,323.0,170.0,413.0,web
,,,,,,,,,1578.0,0.0,121.0,568.0,mobile
,,,,,,,,,2848.0,140.0,818.0,718.0,web
,,,,,,,,,13827.0,276.0,3043.0,5241.0,web
,,,,,,,,,32.0,0.0,2.0,20.0,web
,,,,,,,,,1036.0,104.0,436.0,182.0,mobile
,,,,,,,,,18910.0,2.0,6449.0,5616.0,web
,,,,,,,,,1119.0,10.0,477.0,246.0,mobile
,,,,,,,,,2052.0,22.0,550.0,666.0,mobile
,,,,,,,,,30.0,0.0,8.0,16.0,web
,,,,,,,,,721.0,14.0,134.0,218.0,mobile
,,,,,,,,,2217.0,0.0,201.0,1031.0,web
,,,,,,,,,8475.0,26.0,1758.0,2694.0,mobile
,,,,,,,,,202.0,0.0,45.0,80.0,mobile
,,,,,,,,,605.0,18.0,61.0,212.0,web
,,,,,,,,,19113.0,339.0,4456.0,4837.0,mobile
,,,,,,,,,7331.0,495.0,2896.0,1420.0,mobile
,,,,,,,,,880.0,108.0,2.0,314.0,mobile
,,,,,,,,,122.0,6.0,0.0,62.0,mobile
,,,,,,,,,2548.0,729.0,395.0,505.0,mobile
,,,,,,,,,33.0,0.0,6.0,18.0,mobile
,,,,,,,,,1696.0,0.0,352.0,464.0,mobile
,,,,,,,,,56.0,0.0,0.0,37.0,web
,,,,,,,,,20.0,0.0,0.0,14.0,web
,,,,,,,,,3222.0,1058.0,102.0,917.0,mobile
,,,,,,,,,3499.0,50.0,316.0,1581.0,web
,,,,,,,,,261.0,4.0,0.0,104.0,web
,,,,,,,,,497.0,22.0,42.0,175.0,mobile
,,,,,,,,,18.0,0.0,6.0,6.0,web
,,,,,,,,,264.0,0.0,20.0,102.0,mobile
,,,,,,,,,2894.0,442.0,456.0,907.0,mobile
,,,,,,,,,676.0,4.0,144.0,209.0,mobile
,,,,,,,,,58.0,0.0,4.0,19.0,mobile
,,,,,,,,,32.0,0.0,0.0,21.0,mobile
,,,,,,,,,690.0,8.0,44.0,294.0,web
,,,,,,,,,600.0,14.0,0.0,238.0,mobile
,,,,,,,,,1686.0,36.0,4.0,691.0,mobile
,,,,,,,,,85.0,0.0,31.0,23.0,mobile
,,,,,,,,,806.0,68.0,274.0,237.0,mobile
,,,,,,,,,15.0,0.0,0.0,10.0,mobile
,,,,,,,,,34.0,0.0,6.0,13.0,web
,,,,,,,,,9.0,0.0,0.0,6.0,mobile
,,,,,,,,,114.0,0.0,2.0,54.0,mobile
,,,,,,,,,1334.0,20.0,228.0,436.0,mobile
